Area_SqFt,Bedrooms,Bathrooms,Age_Years,Location_Rating,Garage_Cars,Price_USD
2123,3,4,29,6,0,92895
4177,2,2,9,6,1,417531
3501,3,1,5,8,1,664741
1987,1,1,11,6,1,221715
1903,5,1,1,6,2,345395
1192,5,1,1,1,2,644332
3361,3,2,5,7,1,218795
3829,5,2,22,7,1,678580
3279,2,2,26,9,0,723873
2706,3,2,6,7,1,745585
4398,4,1,32,8,0,166371
727,2,4,11,4,1,202377
1335,2,3,10,9,0,616010
3368,2,2,34,1,1,137684
3786,4,4,31,8,0,115429
3880,1,2,12,3,2,662725
3173,5,1,16,1,2,286707
1120,3,1,3,2,0,233548
3199,1,4,2,6,0,235325
836,3,4,5,5,2,473924
1904,5,4,11,3,1,483217
4030,4,1,25,9,0,551323
3872,2,1,22,8,1,336364
2381,2,3,22,3,2,141757
1901,4,4,11,2,2,165385
3906,1,3,32,8,0,390051
3141,1,2,31,5,1,99150
2651,3,3,8,9,2,574443
3313,4,2,20,1,1,301983
1041,1,2,34,3,2,383406
2676,4,3,4,5,0,169756
3780,5,4,18,2,1,541588
3257,2,2,4,3,1,611449
4398,2,4,20,4,0,212252
1404,2,1,9,4,0,272473
674,4,2,16,9,0,340969
3485,4,1,26,1,0,152811
3817,3,3,25,9,2,454233
2775,2,4,4,9,1,211957
2689,3,3,19,6,2,161351
1979,2,2,14,1,0,106260
640,3,1,21,6,2,463476
3581,3,2,15,8,2,508162
2681,5,3,3,5,1,246171
3688,3,4,16,5,1,253378
2300,4,4,14,1,1,482446
3824,3,2,9,1,0,427839
3645,2,2,7,8,0,92492
2001,3,1,14,5,1,280115
1187,1,3,6,8,2,646761
2222,2,2,21,2,1,438231
4300,1,1,15,4,0,169015
941,2,2,8,9,2,672503
2674,4,4,34,3,0,301495
4496,4,1,1,6,1,63687
3958,4,1,32,7,1,517851
1245,1,2,5,3,2,657688
1330,5,3,30,1,1,442375
767,2,4,22,2,0,467050
1209,4,3,20,7,0,462137
2915,2,1,16,7,0,743933
2372,1,3,7,1,2,97713
2640,5,1,7,7,0,82068
3468,1,3,2,6,1,674524
1054,2,2,14,6,2,723726
3553,5,3,31,7,0,554071
2308,5,1,14,7,0,129384
4072,1,4,5,1,1,614760
3569,4,4,11,5,1,718816
3628,2,4,5,8,2,275750
4147,3,1,29,8,0,203103
1301,3,3,11,3,0,145675
3281,1,4,5,3,1,735386
4229,2,4,32,7,2,625175
2199,2,4,15,4,1,219849
729,1,2,19,6,1,192732
3667,2,1,22,9,2,349295
2445,4,1,34,2,0,346757
1986,1,1,17,2,0,125266
4376,4,1,12,6,0,269816
3466,2,1,25,3,2,693308
1292,1,2,17,1,2,376882
3963,2,3,10,2,2,614990
1994,1,2,28,7,2,279450
1393,2,4,18,4,2,184188
628,4,2,18,2,1,661551
748,4,1,32,8,0,319751
4450,2,2,14,4,2,452455
1919,1,1,16,4,0,696513
2658,3,2,18,2,2,420069
4183,4,1,16,1,0,121804
3323,4,4,17,1,1,676628
1736,3,1,7,3,0,335165
786,2,2,12,6,0,701899
3454,1,4,34,7,2,104001
3391,2,2,10,9,0,734452
1850,5,4,5,5,1,482131
1933,4,3,21,9,1,564120
697,5,3,3,8,1,506539
654,4,3,19,1,2,448976
3270,4,2,6,3,2,529253
3311,5,2,14,8,2,691014
1357,5,4,4,9,2,242974
1005,2,4,18,4,2,337883
2716,5,4,29,6,1,526683
3983,2,4,16,4,0,73699
1912,2,1,20,9,1,193876
2385,2,3,24,2,2,502120
4219,4,1,19,6,1,507812
1350,4,1,4,3,0,241065
3819,5,1,33,4,2,517582
4138,4,1,2,2,1,622631
2362,5,3,13,8,1,464991
3915,4,1,30,8,0,693273
4162,1,4,34,1,2,385156
3605,1,2,30,6,2,369830
4178,5,4,24,1,0,386380
964,4,2,33,6,0,236946
2626,4,4,10,7,0,190025
1081,2,4,18,2,0,178222
2848,3,2,19,9,2,615874
753,5,3,7,8,2,117009
4121,3,1,19,9,1,60607
2124,3,4,24,4,1,401769
2720,5,3,15,4,1,515868
3360,4,1,23,8,2,698160
2943,5,3,4,1,2,286316
1640,3,3,4,8,2,490241
2264,4,1,5,7,1,698523
1840,1,4,23,7,0,567314
660,5,3,11,9,0,201295
1538,5,4,11,7,0,568105
2239,4,4,13,2,0,345087
2689,1,4,14,1,0,147051
624,1,1,8,1,2,516076
1662,4,2,25,7,1,552884
4474,2,4,18,5,0,171541
730,5,2,18,4,0,304084
4169,5,2,10,5,0,427993
1852,3,3,7,6,2,487189
707,4,4,14,6,0,266120
771,3,4,15,1,1,227727
2058,3,4,16,2,2,290706
4149,1,2,2,3,2,134158
701,5,1,30,4,2,517393
3513,3,2,30,6,0,182207
3171,1,4,18,9,0,162987
2922,4,4,31,2,0,644749
2236,3,4,13,8,0,602946
3715,5,2,20,9,1,706499
3464,3,4,23,2,2,358277
3604,4,3,33,9,0,447419
1640,3,4,20,7,1,342764
929,5,1,3,9,2,490283
4240,1,3,8,6,2,522485
4494,5,4,32,2,2,220747
2120,1,3,29,8,0,585148
4486,2,4,7,9,2,699820
611,5,1,2,8,0,268289
1941,5,4,21,2,1,82878
4263,4,3,6,8,2,661248
815,3,1,28,3,1,622842
938,1,2,32,3,0,742156
2399,1,1,9,9,0,462561
3308,4,1,11,9,0,183448
3752,4,1,23,9,2,284094
2350,3,3,11,4,2,344728
2108,3,1,2,7,1,583663
3021,5,4,3,8,0,71598
3623,2,1,11,5,1,471661
1309,3,1,15,1,0,365957
1823,4,4,11,9,0,194802
4208,3,4,31,6,1,595972
3113,1,2,28,3,0,510686
1712,2,1,28,3,1,426570
1891,5,3,32,1,2,225635
4326,1,1,25,8,1,506681
4242,1,1,20,2,1,133723
1088,2,4,28,1,0,121320
2161,5,2,25,7,1,425288
646,4,1,11,9,2,354768
3959,5,3,19,6,2,325870
1377,3,1,28,8,2,289635
1639,1,3,1,8,2,241465
1310,3,4,5,9,1,717203
1000,4,2,10,7,2,744213
2417,3,1,34,9,1,512776
3628,5,2,2,9,1,155324
3757,3,1,18,1,0,588855
849,4,3,13,6,1,548963
990,4,2,5,8,1,265908
4453,4,1,20,9,0,384262
934,5,4,2,4,2,512102
1228,4,3,11,2,2,257863
4190,1,2,30,9,1,316250
736,4,1,32,9,0,274650
3530,3,2,32,8,1,611848
3335,3,1,28,3,1,668856
2121,3,3,10,5,2,697534
1426,5,4,22,2,0,268758
1326,3,3,17,3,1,718731
2100,5,2,22,1,2,407493
3241,5,2,19,4,1,184460
3894,4,1,17,5,2,245084
1589,1,3,24,2,0,264228
3019,4,1,32,3,1,325076
1534,4,3,28,6,0,69778
3642,5,2,14,6,2,345177
1001,5,1,6,7,0,725664
2066,3,1,9,9,0,317589
4161,3,3,21,4,0,449585
1214,4,4,12,5,1,467623
1896,2,3,30,2,2,523735
4197,2,4,31,6,0,62521
1782,3,3,4,4,1,144622
3823,2,2,31,5,2,567922
3642,3,1,27,7,2,177257
3267,5,3,25,6,2,698935
2835,4,2,5,8,0,191855
4484,1,3,6,6,0,102666
1721,4,1,5,8,0,207870
730,3,3,27,4,2,323247
3452,3,4,8,7,2,130845
1794,4,1,9,3,0,749299
3583,3,4,15,1,0,396314
3633,2,2,7,9,2,441577
782,2,2,32,9,2,253020
3630,3,3,8,6,1,681868
963,3,4,15,2,1,408625
638,2,4,19,8,0,250828
4198,3,1,6,6,2,576076
3144,3,4,19,7,2,623692
4187,4,4,28,1,1,266639
1972,1,1,17,3,2,593983
3629,2,1,19,1,0,272135
1520,4,4,31,1,1,302778
4068,1,3,11,1,2,634162
3369,3,1,15,4,2,454057
3832,3,1,10,7,0,734091
615,4,4,23,7,2,447245
1092,3,4,3,5,1,584933
2049,5,1,3,6,1,616404
1731,4,4,18,2,2,625271
3541,1,1,25,5,2,89402
4121,4,3,20,7,2,550501
910,2,3,29,9,2,358613
1338,4,1,22,6,1,336052
3841,3,1,15,4,0,120269
1145,3,2,10,3,1,626519
3061,5,2,21,9,2,622686
850,5,4,29,7,2,646660
1358,5,4,32,6,1,734698
2404,1,1,10,7,1,722747
3812,5,1,13,8,2,541924
1897,1,2,23,5,1,217247
4087,5,2,23,3,2,90795
2231,1,1,31,3,1,561378
4410,4,3,4,2,2,565150
2514,4,3,3,8,1,453064
3710,3,4,21,1,2,577157
1413,1,1,2,8,0,385249
628,2,1,4,3,0,198485
1557,3,4,1,9,1,306923
2632,4,2,15,2,0,601953
1076,1,2,33,9,2,529608
917,5,3,6,6,1,68187
844,2,1,7,1,1,649277
1347,4,2,19,5,2,610072
1296,3,3,1,9,2,729165
871,1,3,19,6,2,180451
4111,2,3,26,7,1,102186
2371,1,2,12,4,2,313940
1862,5,2,22,1,0,429873
3024,3,1,13,5,1,565956
865,1,1,28,2,2,88093
3573,4,3,14,8,1,134625
1520,3,3,22,4,0,286062
4030,4,2,30,1,0,606762
939,1,2,20,7,2,330298
988,3,1,27,2,1,737424
3224,4,1,34,3,2,284494
4360,5,4,1,9,1,220470
2650,5,1,15,9,2,423810
4100,1,2,32,2,2,69646
1765,3,3,8,3,1,643959
975,2,4,33,9,1,512923
4341,3,1,18,1,0,176700
2633,5,1,29,2,0,85391
2971,4,2,32,2,1,744182
745,2,4,33,3,0,360016
2581,1,1,5,3,0,135048
892,2,3,18,2,1,220412
4336,1,2,10,8,1,665893
1031,2,4,33,8,1,436754
1304,1,1,23,8,2,436703
3596,1,1,5,2,1,719862
2598,2,4,34,9,1,682060
3232,2,2,24,7,1,632308
998,1,4,17,5,0,321655
3464,5,4,31,7,1,149543
4015,2,2,7,8,0,249448
1563,3,1,17,9,2,66037
3811,4,3,28,2,1,336610
2834,1,2,22,6,1,474809
2641,1,3,15,9,0,635985
2428,4,1,15,6,2,607437
2708,5,4,25,2,1,601025
1538,4,3,21,1,2,127854
4051,2,1,2,3,2,609602
1309,4,1,27,5,1,215702
1406,1,4,32,7,2,242308
2063,4,4,21,3,2,152214
3990,3,1,4,9,1,85099
1925,2,1,19,4,0,157170
4015,4,3,2,2,1,318744
610,1,1,26,3,2,274493
1685,2,1,34,5,1,404779
2468,1,3,14,3,0,229170
2873,5,2,15,5,2,743233
3824,3,3,20,4,2,738918
4382,5,3,34,3,0,251195
3211,3,4,19,6,0,614806
1371,4,3,9,8,2,112763
2194,2,1,7,4,0,119172
2207,4,1,30,9,1,542492
4331,3,1,13,6,0,284330
4246,3,2,27,5,1,727241
1933,3,1,13,3,2,338963
1484,1,2,15,5,2,676301
3914,2,1,9,5,2,219827
4164,4,3,23,4,2,85811
1989,4,4,3,6,2,511338
4001,5,1,34,3,0,359841
3778,3,2,19,1,0,645484
825,3,2,28,7,2,697388
1424,3,4,23,7,0,471560
2865,4,1,7,4,0,80656
1536,5,3,12,9,2,217454
3400,1,1,14,2,0,222103
3153,2,1,15,1,2,262421
2906,1,4,3,3,2,120574
2511,4,1,15,7,2,520476
4445,3,3,24,9,2,117529
4188,2,2,8,2,0,454710
2396,4,4,5,6,0,471579
653,4,3,4,3,1,737172
3718,4,2,14,5,1,166741
1326,2,4,16,9,2,680348
3336,2,4,20,3,1,67160
2144,5,2,24,1,0,232415
3770,5,2,6,5,0,607881
1643,1,3,31,1,1,715644
2513,2,1,6,8,1,501299
2376,2,1,15,7,0,228923
2196,2,1,29,2,1,604666
2514,5,1,3,9,0,723851
4161,4,1,11,5,0,466896
3066,3,3,3,7,1,603593
3337,5,4,28,4,1,226373
1449,2,3,10,1,2,748052
2709,5,3,33,8,2,208261
3816,1,3,16,1,2,722955
2863,2,4,10,3,2,537364
602,1,3,33,6,2,124370
759,2,3,3,8,0,324065
4410,5,4,5,8,1,687564
1380,4,3,12,2,0,318741
3791,3,1,13,9,2,62387
1492,1,2,24,4,2,398410
2630,5,3,32,4,1,402510
3760,4,2,16,2,0,291372
2976,5,3,32,1,2,64825
1179,1,3,21,7,2,65282
2533,3,1,12,3,2,570407
1980,5,4,21,4,2,75451
4281,2,2,21,9,0,312622
1890,4,4,6,6,0,733265
2240,5,1,9,1,2,193770
1551,4,1,1,9,0,732252
3994,2,2,12,9,2,632356
3282,3,4,14,5,1,656014
1587,3,1,6,8,1,482905
4212,2,3,1,7,1,292198
4320,4,3,22,8,0,91604
1818,5,3,34,9,2,174751
1520,2,4,11,2,1,391601
3385,1,3,3,5,1,416671
1955,4,3,6,8,0,628075
769,3,1,6,3,0,487531
1120,2,1,20,6,1,354179
2086,3,3,21,6,2,619132
639,4,3,2,7,2,565482
2160,3,1,26,3,2,338964
3932,2,2,31,8,1,279077
2018,4,4,26,8,0,368820
1554,1,4,32,9,2,372058
3897,2,1,10,8,1,716095
1583,5,4,23,3,1,394894
3795,2,1,6,6,0,83968
1574,4,1,23,9,2,366768
637,2,1,28,1,1,424542
2975,1,1,30,3,2,640034
1874,1,2,14,2,2,392408
1799,5,3,32,8,2,184458
2225,3,3,34,6,1,460457
1513,4,2,22,8,2,267080
1053,4,4,31,2,0,601345
636,3,4,7,6,1,371844
3987,1,3,21,7,1,598720
2311,1,4,16,8,2,645776
3620,2,3,20,9,2,683487
1395,5,3,19,5,2,603241
1572,5,2,32,3,1,316039
1192,5,4,15,2,0,273905
1737,2,2,5,8,0,175864
3711,5,3,11,1,1,558793
1924,3,3,15,6,0,89347
2871,2,3,29,2,2,605537
917,3,1,4,3,1,506674
2996,2,1,23,8,0,276265
2762,5,1,15,1,1,541712
3345,3,2,3,6,0,173346
1946,3,3,32,3,1,456018
2191,3,4,10,6,0,695374
3711,2,2,22,3,1,340177
2489,4,2,14,8,1,619376
2687,5,2,17,5,1,693289
2596,3,4,21,4,1,363149
2372,4,3,15,9,1,326550
1912,5,1,15,5,2,504977
1885,5,3,1,4,1,154538
815,3,3,24,8,1,515563
3818,3,2,12,8,1,194191
2983,2,2,10,8,0,118935
3839,4,2,31,4,1,118327
2739,4,1,11,1,2,161815
3000,3,1,16,2,1,424276
3218,5,1,9,4,0,404629
4242,3,3,14,2,0,157196
3463,5,2,19,3,1,167396
2304,5,4,31,9,1,70370
3428,3,3,9,9,1,685363
962,1,1,26,9,1,459993
3204,4,4,8,7,0,715473
4016,5,4,24,4,1,453747
2316,5,2,8,1,0,725074
1793,1,4,19,3,0,718770
955,2,1,30,8,2,659060
790,1,2,22,4,0,704815
4338,1,4,9,2,1,346752
3069,5,2,4,8,1,330468
1299,4,4,8,7,1,660983
2654,1,3,1,9,1,376366
2780,2,3,28,2,2,681931
4418,3,1,6,5,2,367744
1156,1,3,11,6,2,69453
1425,1,3,5,2,2,160369
3408,2,3,24,2,0,481137
1654,4,4,18,4,2,388613
3182,1,4,20,8,0,156544
1025,1,2,28,5,1,257658
4065,4,4,13,9,0,223249
3319,2,3,5,4,0,318155
3010,1,4,30,3,2,572947
4108,4,1,1,8,1,118081
4341,1,2,22,1,1,464322
2174,3,2,18,9,2,112754
2729,5,4,5,4,0,66878
3003,3,3,31,9,2,585080
3929,1,2,6,8,0,71367
4389,2,1,27,3,2,623019
1188,5,1,25,3,2,331691
2612,3,2,29,9,1,612856
2147,4,3,28,3,1,580480
894,2,3,16,4,1,385051
2585,3,4,12,9,2,634500
1847,4,4,20,4,1,719498
2148,1,2,18,3,1,238184
3717,4,4,34,7,2,264301
2290,3,4,23,6,1,202466
1736,3,4,27,1,0,411556
1856,1,1,17,8,1,579038
2664,4,4,21,1,0,499348
959,4,2,31,4,1,639409
3894,1,3,3,6,2,337349
3513,4,4,17,6,2,719988
1299,1,3,26,7,1,636888
1047,2,4,23,5,0,417670
3503,3,2,6,5,1,677447
3012,2,1,28,4,2,185590
1274,5,2,8,6,1,118844
1607,5,1,8,7,2,605721
1949,5,4,19,1,0,305828
3114,1,4,29,9,0,152060
3061,4,1,23,8,2,203165
4126,2,2,32,7,0,338828
1185,2,2,10,9,2,181485
1856,2,1,27,3,2,275592
1847,2,4,1,4,2,635593
1593,5,1,29,7,1,515241
2035,2,4,3,6,0,205979
1171,4,1,31,2,1,145938
2982,5,4,11,2,1,390762
1845,2,1,22,7,0,656898
2684,1,3,18,9,1,351474
1588,3,4,6,9,2,470839
877,3,2,3,7,1,513493
1819,3,1,5,8,2,562080
3563,5,2,9,3,0,453675
2487,2,1,28,1,1,186908
1083,5,2,19,7,0,649325
1865,4,2,28,8,2,506131
3995,1,1,27,2,1,652625
1330,1,1,13,9,2,88831
2839,3,2,21,4,2,732207
1640,3,2,27,9,2,737385
3171,3,2,6,3,0,386928
1517,2,4,11,8,0,459600
3048,4,4,17,2,0,333342
1485,4,3,7,3,1,749806
3352,4,4,30,1,2,593670
621,4,4,21,5,0,608408
1073,3,1,1,4,2,488681
3791,1,3,25,1,0,349094
2857,3,3,32,9,2,314816
2953,4,4,8,6,0,390606
3941,3,1,5,6,0,337879
1303,4,1,30,2,0,690134
1286,5,3,8,7,0,687021
884,1,1,19,9,2,206434
1315,5,2,30,6,0,83409
4347,2,4,15,8,0,521149
1362,3,2,27,5,0,176909
1850,2,3,13,2,2,664275
1547,3,3,14,4,0,327958
3028,5,1,30,1,2,213960
3107,4,1,13,1,1,526274
1630,4,3,16,6,2,606457
628,3,3,7,2,1,512342
1506,4,2,27,6,0,408062
3704,5,2,15,1,0,570707
4317,4,1,28,3,2,581296
3526,5,2,7,9,0,498343
2726,2,1,20,2,0,206649
3594,5,1,32,8,2,605219
3106,1,4,32,6,0,135506
1169,1,1,26,6,1,230350
2606,1,2,20,7,1,511385
4209,3,3,18,5,0,276653
4153,3,3,15,4,0,272527
2053,3,2,22,6,1,515991
1337,5,3,22,8,0,694153
3956,3,1,21,4,1,721418
1115,2,3,2,5,2,563073
2600,1,2,18,7,1,391195
3770,5,3,23,6,0,318514
3044,1,1,13,4,0,128866
4160,3,1,9,4,1,684266
638,5,2,7,4,1,134514
3942,4,2,1,1,0,404619
1486,2,2,2,5,0,730624
3444,3,4,4,8,0,610903
2804,3,4,14,7,2,697186
1698,2,1,32,5,2,444624
3531,2,4,2,3,1,495938
2423,4,4,14,1,1,275202
3801,3,3,20,7,2,323845
2310,3,4,25,3,2,119430
1573,1,3,8,4,1,551510
3755,5,2,28,5,2,685304
3693,5,3,21,8,1,377759
4130,1,3,23,7,0,152519
2162,5,2,32,9,1,361381
4378,2,2,8,3,2,618666
3496,5,1,31,1,2,736096
4053,5,1,16,1,2,721703
3395,1,1,27,1,1,600085
4111,4,1,18,2,2,376001
4275,5,3,15,2,1,691911
1588,5,3,27,7,0,409555
620,4,1,17,9,0,232195
2950,1,4,2,8,2,389705
1468,4,1,31,4,1,714884
683,1,4,34,2,1,715465
4445,2,2,34,3,2,679194
2282,1,3,3,5,1,146379
2576,2,3,17,9,2,233184
4124,2,4,14,8,2,370754
2010,1,1,14,3,0,519450
2130,3,3,1,9,2,625994
3928,1,4,29,3,1,649320
1169,5,2,4,8,2,232992
1533,5,2,33,1,0,735235
4198,3,3,17,4,0,390977
3833,2,1,28,4,1,243201
2580,3,4,26,6,2,125744
3834,5,3,8,2,1,735060
2455,3,2,34,7,1,263841
3656,1,1,18,5,2,192963
1392,3,4,31,6,0,511736
1391,2,3,27,6,1,631882
4195,1,4,16,6,1,386334
2409,4,1,10,8,0,455255
1894,5,1,12,4,2,341817
3139,5,2,22,8,2,102412
2855,3,1,16,9,2,296021
4210,1,3,12,4,0,179449
2207,4,4,11,1,1,219508
1683,1,1,20,3,0,199258
3077,5,1,1,1,1,60434
1584,1,3,27,7,1,725879
2280,4,4,3,1,2,399035
4276,3,4,12,4,2,509035
3980,2,2,30,1,2,302330
1119,1,2,9,2,0,132726
1190,2,4,1,1,2,279087
1650,5,3,4,5,0,705851
2309,3,3,15,7,2,277435
4233,3,2,27,3,2,118277
2635,1,1,8,8,2,595035
2846,3,3,23,5,0,221989
3034,1,1,15,5,1,614665
948,1,3,27,5,0,708314
1559,2,4,31,8,0,367100
2563,3,2,8,2,0,166017
1292,1,1,30,2,1,158684
2159,2,1,18,8,0,577634
4499,4,4,4,9,2,235407
977,2,3,22,2,1,269087
3546,2,1,3,4,0,673751
3563,1,3,15,8,0,617580
4229,5,4,33,2,1,510510
1126,5,2,14,4,0,650917
3824,5,1,1,1,1,549760
3381,2,3,26,2,2,340267
2853,1,1,8,7,0,283544
3102,3,3,16,1,0,648906
3944,2,3,10,1,2,536812
1859,2,3,26,2,0,608576
2475,1,4,28,4,0,693138
2363,4,2,12,7,1,674235
1120,2,1,20,4,0,425364
2301,4,2,14,5,2,105091
1616,4,3,29,4,0,190180
3603,5,3,12,4,1,701910
3373,1,2,18,9,2,532088
1613,4,2,2,6,2,250288
3148,1,1,2,3,2,556676
716,5,3,17,6,2,530378
3033,1,2,10,7,1,503909
1967,2,4,18,7,1,206977
1183,4,3,22,8,1,323735
994,1,3,19,4,1,120159
1687,3,1,1,1,0,728882
4388,1,4,24,6,1,190656
3368,4,1,25,8,0,403833
671,5,4,31,5,2,293448
4460,5,1,31,3,0,194644
873,4,4,2,4,0,252752
2613,2,4,19,8,0,380681
1943,2,4,12,6,1,93061
937,5,2,10,5,1,676814
1989,5,3,31,9,2,534132
4166,4,4,22,3,1,367957
1206,2,2,23,7,0,573113
765,5,2,23,9,1,243699
2167,2,1,15,4,1,479333
2658,5,3,26,3,0,521250
1924,1,3,3,1,2,697705
1328,3,1,23,9,1,740843
3448,1,3,20,1,2,524480
2643,5,1,8,2,0,509685
701,3,2,18,9,1,734237
4096,3,2,6,5,2,515612
2015,5,4,27,4,2,283311
1378,5,1,15,9,0,587376
813,2,2,5,9,1,738539
4362,5,2,9,2,2,632242
1711,4,1,7,3,2,344155
2176,5,2,20,3,2,597127
3048,4,3,10,5,2,309750
3235,5,2,26,3,2,607913
3536,2,1,4,6,2,733841
3717,4,3,24,2,2,419433
2295,1,3,14,6,2,603846
4134,4,2,1,6,2,584125
1191,2,4,17,2,2,142307
1933,4,3,24,6,1,91104
1709,5,1,27,6,0,551818
2739,5,4,7,6,0,628708
4331,2,4,9,5,0,326205
3320,3,3,12,7,2,748601
1313,5,2,21,5,0,646343
1535,1,4,3,1,2,272769
2551,2,2,15,9,1,392737
841,4,3,21,3,0,564599
2643,4,1,10,2,1,235245
601,1,4,33,6,1,387324
2872,5,1,6,8,2,298016
3448,2,2,2,2,0,62221
2368,1,2,29,4,1,365086
2549,5,1,33,2,0,243835
3236,2,3,4,9,1,213450
2763,4,3,4,2,1,619372
4337,2,4,29,2,2,241498
1517,3,4,20,5,0,449892
3774,2,3,23,5,2,615872
2841,3,3,18,7,2,91245
3837,2,1,25,1,2,250031
3518,3,2,1,2,2,64983
689,4,2,15,6,2,287999
2309,5,4,34,2,1,615185
2769,3,3,20,4,0,398178
742,3,1,27,6,0,109411
3641,4,4,22,7,2,521958
705,3,1,5,5,0,305196
1486,1,3,34,8,1,561224
1027,4,3,3,6,2,662754
1928,1,3,17,5,1,266928
2495,4,2,24,4,1,284622
2594,3,3,24,6,2,687770
916,1,4,3,6,1,550569
2586,3,2,7,6,2,229198
1234,4,1,25,1,1,489492
2525,3,4,3,6,0,739049
2656,1,4,15,1,0,245218
3421,1,1,29,5,0,337382
3744,3,2,29,7,2,215879
4030,2,4,10,1,1,296130
2870,4,4,32,1,1,71204
2039,4,4,23,6,0,425964
1152,3,2,9,7,0,311628
4041,2,2,14,6,2,360711
1315,1,2,4,5,2,543645
1887,5,4,20,6,1,192602
2313,5,3,28,3,2,346441
2483,3,1,14,9,2,396982
3989,2,3,34,5,2,371050
1707,2,2,13,2,0,513964
1941,4,4,31,7,0,100295
710,1,4,33,3,1,636752
850,2,3,28,1,2,67223
3030,5,3,25,3,0,466637
2654,1,1,32,9,2,677520
1058,1,4,9,5,1,562799
1707,3,3,28,7,2,312787
807,2,1,31,3,1,666409
1499,3,2,17,4,1,717500
4061,2,3,23,1,0,119016
3985,4,2,13,3,2,691840
621,3,1,10,7,0,686263
1009,3,2,16,4,2,504966
1494,5,4,6,2,2,183505
1114,3,4,11,5,1,381366
3798,2,2,3,5,1,78328
1408,5,4,28,2,2,587217
4371,3,1,15,6,0,653207
1473,3,4,13,4,1,636980
613,4,2,17,1,1,371689
1570,3,2,7,3,2,660935
3625,1,2,28,9,2,501554
3661,5,3,13,7,1,558530
3683,1,2,17,6,0,644250
2734,5,1,15,1,1,157435
4195,4,4,28,9,2,607449
3556,3,4,15,9,1,462039
2160,3,3,11,1,2,617377
1924,3,3,31,6,1,343197
1866,5,1,4,7,2,176381
2769,3,2,34,2,2,77447
3818,1,3,27,8,0,149841
4238,3,4,10,8,2,63111
1349,4,3,30,6,1,118820
4027,1,3,20,9,2,677317
1284,3,2,29,3,1,177949
2527,3,3,29,2,0,259694
4404,2,1,23,2,1,433883
4302,5,4,21,6,0,375107
2956,1,2,10,7,0,505719
1294,2,4,12,6,2,149000
2935,4,1,30,3,0,295823
906,5,1,33,5,1,455632
4483,1,3,18,8,0,527403
4265,3,3,14,6,0,61229
2589,1,3,22,2,2,520282
3561,3,4,21,7,1,495563
4394,5,1,1,8,0,321882
1261,3,2,15,4,2,161101
1148,4,3,22,1,2,61363
4023,3,4,32,2,1,666660
911,4,3,33,4,2,278988
3520,5,1,23,7,0,368013
1682,5,2,2,2,2,634017
4314,1,1,2,6,1,394997
3571,4,4,29,2,1,587552
2337,4,3,3,7,2,142102
1354,2,1,7,2,0,318226
634,2,4,29,3,2,381967
1044,2,3,23,9,1,79856
2740,3,2,16,4,2,437356
2582,2,1,31,5,2,180347
1830,4,3,34,9,0,500186
952,3,3,1,7,2,291746
1502,5,3,18,8,0,692068
1955,1,3,15,3,2,299291
4488,2,1,17,4,2,136174
3509,5,3,10,7,0,706443
2348,4,4,20,4,0,626829
758,1,1,6,2,1,698335
2577,5,3,8,6,0,616511
1556,1,1,34,9,2,615312
2671,2,4,32,2,1,182538
1003,4,4,4,1,0,588229
3452,1,1,20,8,0,396067
1115,5,3,24,1,1,396204
3379,2,3,24,1,2,423539
1987,2,4,26,3,2,556238
4053,5,3,25,5,1,101617
3179,5,4,7,9,2,675103
1555,1,3,10,2,0,376848
2799,3,4,12,1,2,86025
4233,2,2,1,1,0,667460
2312,1,3,25,8,2,73277
3594,5,3,16,2,0,363139
1207,1,3,5,9,1,560487
4288,5,1,19,9,0,436859
3067,4,3,4,2,2,217883
1873,5,1,6,3,0,591197
3788,5,1,26,2,2,153605
3513,5,4,9,6,2,368228
2135,3,1,14,7,0,510032
4411,5,1,9,6,2,201820
3225,2,2,15,3,1,303301
2982,2,3,20,3,2,253537
2041,1,1,8,2,1,174200
3579,3,3,32,2,1,633696
2397,1,1,21,5,2,596286
894,2,4,19,8,1,204836
1354,2,2,29,6,1,421895
1994,4,1,31,9,0,236451
785,5,3,6,5,1,557220
1869,2,4,4,4,1,253470
1236,1,3,29,9,1,695004
1891,1,4,3,5,1,183362
4314,5,2,1,1,1,653489
3908,5,4,15,5,2,168894
1129,4,3,21,5,1,601022
4223,3,3,31,5,2,527592
2668,1,1,7,2,2,525796
3558,5,4,17,6,2,183107
4408,1,3,19,5,0,82313
3514,5,1,3,2,0,480303
1393,2,2,30,8,2,498995
4191,1,3,29,6,0,493397
2747,2,1,14,3,1,209277
3399,1,3,28,9,2,310649
1077,3,4,30,4,2,596752
2222,4,1,26,3,2,431230
3969,2,4,7,7,0,611420
1539,5,2,31,8,0,110737
1125,3,4,5,7,0,299246
2981,1,1,14,1,1,556179
601,2,3,27,1,0,684872
974,1,1,24,5,2,260357
2940,1,4,29,8,0,517765
3484,1,4,22,3,0,95306
3652,4,3,8,8,0,609880
1152,4,2,15,3,0,437275
2965,5,1,5,4,2,275059
2125,2,3,4,7,0,284866
2451,3,3,11,3,2,104758
980,3,3,18,4,0,317579
2246,3,1,30,8,1,314062
613,1,1,15,4,1,590865
1103,4,1,6,9,2,307701
2878,2,2,16,4,2,669518
2608,1,3,9,4,1,723623
3755,4,4,34,5,1,645102
